ULAS,imag,e_imag,zmag,e_zmag,Ymag,e_Ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,PhType,chi2,SpType,Ref,Simbad,_RA,_DE
J130153.17+254232.2,21.36,0.14,19.46,0.1,18.37,0.03,17.47,0.02,16.9,0.02,16.46,0.03,15.87,0.05,15.61,0.11,L0     ,19.77,       ,  ,Simbad,195.47154,25.70894
J130154.66+241309.4,21,0.15,18.92,0.06,17.93,0.03,16.82,0.02,16.06,0.01,15.45,0.01,14.92,0.03,14.71,0.06,L2.5   ,3.45,       ,  ,Simbad,195.47775,24.21928
J130231.05+264830.5,20.97,0.08,18.85,0.06,17.87,0.02,16.5,0.01,15.61,0.01,14.91,0.01,14.32,0.03,14.07,0.04,L4.5   ,4.21,       ,  ,Simbad,195.62937,26.80847
J130254.60-011146.3,20.37,0.05,18.52,0.05,17.64,0.03,16.43,0.02,15.77,0.02,15.13,0.01,14.71,0.03,14.56,0.05,L1.5   ,6.98,       ,  ,Simbad,195.7275,-1.19619
J130336.26+013600.9,20.42,0.06,18.55,0.06,17.61,0.02,16.69,0.01,16.05,0.01,15.51,0.02,15.02,0.03,14.77,0.06,L0     ,14.56,       ,  ,Simbad,195.90108,1.60025
J130339.03+152542.8,21.02,0.09,19.16,0.07,18.23,0.03,17.14,0.02,16.39,0.02,15.83,0.02,15.47,0.04,15.2,0.09,L1     ,3.17,       ,  ,Simbad,195.91262,15.42856
J130433.13+090707.1,19.31,0.03,17.27,0.02,16.32,0.01,15.28,0.01,14.59,0.01,14.03,0.01,     ,     ,     ,     ,L1:    ,1.74,L0     ,7,Simbad,196.13804,9.11864
J130435.66+154252.6,23.24,0.4,19.68,0.16,18.61,0.03,17.19,0.02,16.44,0.02,15.86,0.02,15.09,0.04,14.62,0.06,L9.5   ,13.44,       ,  ,Simbad,196.14858,15.71461
J130449.97+010623.9,21.02,0.1,18.83,0.06,17.88,0.02,16.66,0.01,15.92,0.02,15.18,0.01,14.68,0.03,14.39,0.05,L3     ,3.32,       ,  ,Simbad,196.20821,1.10664
J130516.83+290825.7,21.6,0.16,19.45,0.11,18.45,0.03,17.34,0.02,16.55,0.02,15.95,0.02,15.61,0.04,15.42,0.09,L2     ,4.53,       ,  ,Simbad,196.32012,29.14047
J130534.79+054601.3,20.98,0.09,18.93,0.07,18.05,0.03,16.86,0.02,16.35,0.02,15.68,0.02,15.44,0.04,15.27,0.1,L0.5   ,6.3,       ,  ,Simbad,196.39496,5.76703
J130654.27-013338.4,21.06,0.12,19.33,0.11,18.34,0.04,17.22,0.03,16.57,0.03,15.98,0.03,15.86,0.06,15.73,0.14,L0     ,10.02,       ,  ,Simbad,196.72612,-1.56067
J130724.52+253238.0,19.95,0.03,18.03,0.03,17.05,0.01,16.04,0.01,15.34,0.01,14.77,0.01,14.57,0.03,14.26,0.05,L0.5   ,4.99,       ,  ,Simbad,196.85217,25.54389
J130733.83+024602.1,18.88,0.02,16.94,0.02,15.96,0.01,14.99,0.01,14.33,0.01,13.81,0.01,13.48,0.02,13.19,0.03,L0     ,3.81,       ,  ,Simbad,196.89096,2.76725
J130741.64+034931.9,20.08,0.04,18.11,0.03,17.36,0.02,16.28,0.01,15.63,0.01,15.06,0.01,14.77,0.03,14.53,0.05,L0     ,3.9,       ,  ,Simbad,196.9235,3.82553
J130816.04-011424.4,21.11,0.11,19.13,0.07,18.33,0.04,17.22,0.03,16.54,0.03,15.94,0.02,15.64,0.05,15.38,0.1,L1     ,1.83,       ,  ,Simbad,197.06683,-1.24011
J130830.96+081852.5,19.23,0.03,17.3,0.02,16.31,0.01,15.19,0.01,14.37,0.01,13.79,0.01,13.51,0.03,13.28,0.03,L1.5   ,9.68,L0     ,7,Simbad,197.129,8.31458
J130943.82+092530.1,21.16,0.09,19.3,0.08,18.37,0.04,17.13,0.02,16.34,0.02,15.68,0.02,15.42,0.04,15.26,0.09,L2     ,10.71,       ,  ,Simbad,197.43258,9.42503
J130954.85+124222.5,21.58,0.13,19.8,0.13,18.73,0.05,17.48,0.03,16.69,0.02,16.05,0.02,15.66,0.05,15.37,0.11,L2.5   ,3.46,       ,  ,Simbad,197.47854,12.70625
J131113.77+240105.0,20.36,0.05,18.27,0.03,17.49,0.02,16.28,0.01,15.53,0.01,14.89,0.01,14.64,0.03,14.31,0.04,L1.5   ,5.92,L3     ,7,Simbad,197.80737,24.01806
J131132.32+014624.0,21.74,0.18,19.29,0.1,18.62,0.05,17.49,0.03,16.86,0.03,16.39,0.04,16.06,0.06,15.88,0.16,L0     ,6.19,       ,  ,Simbad,197.88467,1.77333
J131220.46+121400.8,21.25,0.13,19.04,0.08,18.17,0.04,17.29,0.02,16.6,0.02,16.08,0.03,15.79,0.05,15.56,0.12,L0     ,5.62,       ,  ,Simbad,198.08525,12.23356
J131221.88+290934.3,19.53,0.03,17.39,0.03,16.38,0.01,15.34,0.01,14.78,0.01,14.27,0.01,14,0.03,13.68,0.03,L0.5p  ,20.23,L0     ,7,Simbad,198.09117,29.15953
J131223.61+315500.9,20.28,0.06,18.18,0.05,17.27,0.01,16.2,0.01,15.57,0.01,15.07,0.01,14.74,0.03,14.42,0.05,L0.5   ,2.98,       ,  ,Simbad,198.09837,31.91692
J131253.95+072025.9,21.38,0.09,19.44,0.09,18.42,0.04,17.46,0.03,16.85,0.03,16.3,0.03,16.07,0.06,15.97,0.17,L0     ,5.08,       ,  ,Simbad,198.22479,7.34053
J131307.47+123540.7,23.25,0.62,20.18,0.18,18.58,0.05,17.43,0.02,16.91,0.03,16.5,0.04,16.06,0.06,15.28,0.09,T2     ,13.98,       ,  ,Simbad,198.28112,12.59464
J131310.69+090809.9,21.23,0.16,19.21,0.09,18.27,0.04,17.33,0.03,16.71,0.03,16.2,0.03,15.79,0.05,15.81,0.15,L0     ,6.45,       ,  ,Simbad,198.29454,9.13608
J131314.24+251903.4,20.55,0.05,18.58,0.04,17.65,0.02,16.45,0.01,15.68,0.01,15.06,0.01,14.88,0.03,14.7,0.06,L1.5   ,17,       ,  ,Simbad,198.30933,25.31761
J131340.95-015312.6,22.83,0.53,19.24,0.11,18.55,0.04,17.42,0.03,16.78,0.03,16.25,0.03,     ,     ,     ,     ,L0.5:  ,9.33,       ,  ,Simbad,198.42062,-1.88683
J131415.51-000847.5,21.25,0.1,18.91,0.07,18.06,0.03,16.63,0.02,15.95,0.02,15.35,0.02,14.83,0.03,14.54,0.06,L3     ,13.82,L3.5   ,19,Simbad,198.56462,-0.14653
J131500.10+001437.3,20.94,0.09,18.94,0.07,17.97,0.03,16.86,0.02,16.3,0.03,15.81,0.03,15.52,0.04,15.23,0.09,L0     ,4.99,       ,  ,Simbad,198.75042,0.24369
J131517.96+110316.2,19.21,0.03,17.28,0.03,16.32,0.01,15.38,0.01,14.72,0.01,14.21,0.01,13.95,0.03,13.7,0.03,L0     ,6.37,M9:    ,6,Simbad,198.82483,11.0545
J131533.95+223010.2,20.39,0.06,18.5,0.04,17.49,0.02,16.31,0.01,15.6,0.01,14.94,0.01,14.57,0.03,14.3,0.05,L2     ,3.21,       ,  ,Simbad,198.89146,22.50283
J131543.56+233458.0,19.92,0.03,17.85,0.03,17.02,0.01,15.86,0.01,15.21,0.01,14.65,0.01,14.39,0.03,14.14,0.04,L0.5   ,3.62,L1     ,7,Simbad,198.9315,23.58278
J131545.52+245407.3,19.47,0.03,17.47,0.02,16.47,0.01,15.46,0.01,14.86,0.01,14.33,0.01,14.01,0.03,13.67,0.03,L0.5   ,6.33,L0     ,3,Simbad,198.93967,24.90203
J131610.13+031205.5,22.46,0.37,19.51,0.11,18,0.03,16.75,0.02,16.13,0.02,15.43,0.02,     ,     ,     ,     ,T0:    ,10.68,       ,  ,Simbad,199.04221,3.20153
J131615.92+331306.7,24.11,0.53,20.53,0.18,18.71,0.04,17.49,0.03,17.89,0.07,17.88,0.14,17.35,0.12,15.45,0.08,T5.5   ,3.69,       ,  ,Simbad,199.06633,33.21853
J131644.54+220611.6,21.16,0.08,19.03,0.07,18.14,0.03,17.19,0.02,16.55,0.02,16.04,0.02,15.74,0.05,15.56,0.11,L0     ,4.32,       ,  ,Simbad,199.18558,22.10322
J131722.96+002629.4,21.22,0.1,19.33,0.09,18.2,0.04,17.23,0.03,16.64,0.03,16.12,0.03,15.91,0.05,15.55,0.11,L0     ,8.06,       ,  ,Simbad,199.34567,0.4415
J131749.14+044814.3,20.53,0.05,18.42,0.04,17.46,0.02,16.04,0.01,15.19,0.01,14.46,0.01,13.96,0.03,13.67,0.03,L4.5   ,9.54,       ,  ,Simbad,199.45475,4.80397
J131939.14+344025.4,20.21,0.04,18.26,0.03,17.25,0.02,16.2,0.01,15.49,0.01,14.95,0.01,     ,     ,     ,     ,L1:    ,2.9,       ,  ,Simbad,199.91308,34.67372
J131940.25+025843.5,20.95,0.1,19.05,0.08,18.1,0.03,17.02,0.02,16.38,0.03,15.82,0.03,15.52,0.04,15.2,0.1,L0.5   ,0.89,       ,  ,Simbad,199.91771,2.97875
J132006.99-024131.3,21.44,0.13,19.37,0.11,18.38,0.04,17.36,0.02,16.71,0.02,16.22,0.03,15.92,0.05,15.61,0.12,L0     ,2.75,       ,  ,Simbad,200.02912,-2.69203
J132019.60+074852.7,21.21,0.09,19.25,0.07,18.37,0.04,17.3,0.03,16.64,0.02,16.02,0.03,15.62,0.05,15.1,0.09,L1.5   ,10.61,       ,  ,Simbad,200.08167,7.81464
J132043.97+040906.4,19.52,0.03,17.42,0.02,16.47,0.01,15.18,0.01,14.36,0.01,13.64,0.01,13.18,0.02,12.93,0.03,L3.5   ,2.83,L3     ,15,Simbad,200.18321,4.15178
J132044.26+280011.4,21.5,0.15,19.48,0.11,18.3,0.03,17.31,0.02,16.7,0.02,16.22,0.03,15.78,0.05,15.37,0.09,L0.5   ,13.83,       ,  ,Simbad,200.18442,28.00317
J132054.42+301819.2,20.82,0.08,18.87,0.06,18.07,0.03,17.08,0.02,16.44,0.02,15.91,0.02,15.56,0.04,15.38,0.08,L0     ,4.82,       ,  ,Simbad,200.22675,30.30533
J132059.26+330111.2,20.97,0.08,18.88,0.06,17.98,0.03,17.01,0.02,16.38,0.03,15.88,0.03,15.51,0.04,15.22,0.08,L0     ,2.98,       ,  ,Simbad,200.24692,33.01978
J132106.66+075412.6,20.81,0.08,18.9,0.07,18.1,0.04,17.13,0.03,16.46,0.02,15.87,0.03,15.57,0.04,15.39,0.1,L0     ,5.92,       ,  ,Simbad,200.27775,7.9035
J132116.95+275533.0,21.22,0.11,19.09,0.09,18.19,0.03,16.97,0.02,16.2,0.01,15.55,0.01,15.21,0.03,14.92,0.06,L2.5   ,2.62,       ,  ,Simbad,200.32062,27.92583
J132140.44+075744.8,20.28,0.06,18.45,0.05,17.45,0.02,16.31,0.01,15.56,0.01,14.95,0.01,14.55,0.03,14.23,0.05,L2     ,4.94,L1.5:  ,6,Simbad,200.4185,7.96244
J132256.91+354740.7,20.71,0.07,18.93,0.06,17.97,0.03,16.87,0.02,16.16,0.03,15.59,0.02,15,0.03,14.73,0.05,L2     ,17.39,       ,  ,Simbad,200.73712,35.79464
J132349.81+232132.9,21.4,0.1,19.17,0.06,18.4,0.04,17.29,0.02,16.68,0.02,16.07,0.02,15.65,0.04,15.48,0.1,L1     ,5.54,       ,  ,Simbad,200.95754,23.35914
J132429.40+084729.3,21.38,0.11,19.03,0.07,18.43,0.04,17.39,0.02,16.72,0.02,16.19,0.03,15.86,0.05,15.79,0.14,L0     ,10.22,       ,  ,Simbad,201.1225,8.79147
J132442.02+090159.7,20.96,0.07,18.87,0.06,18.05,0.03,17.03,0.02,16.42,0.02,15.89,0.02,15.43,0.04,15.2,0.09,L0     ,6.38,       ,  ,Simbad,201.17508,9.03325
J132445.65+263704.6,21.17,0.09,19.37,0.09,18.42,0.04,17.47,0.02,16.8,0.03,16.27,0.03,15.98,0.05,15.74,0.13,L0     ,4.76,       ,  ,Simbad,201.19021,26.61794
J132448.54+092903.0,21.56,0.13,19.11,0.07,18.15,0.03,17.18,0.02,16.42,0.02,15.88,0.02,15.36,0.04,15.03,0.07,L2     ,18.41,       ,  ,Simbad,201.20225,9.48417
J132456.95+330046.3,20.11,0.04,18.06,0.03,17,0.01,15.87,0.01,15.11,0.01,14.49,0.01,14.08,0.03,13.75,0.04,L2.5   ,4.89,       ,  ,Simbad,201.23729,33.01286
J132511.10+051703.4,19.27,0.03,17.26,0.02,16.23,0.01,15.15,0.01,14.49,0.01,13.88,0.01,13.58,0.03,13.3,0.03,L1     ,7.05,L1     ,7,Simbad,201.29625,5.28428
J132605.18+120009.9,     ,     ,20.8,0.41,18.64,0.04,17.49,0.02,17.66,0.06,17.58,0.08,16.73,0.08,15.36,0.09,T4     ,13.36,T6     ,7,Simbad,201.52158,12.00275
J132629.65-003832.5,21.35,0.1,18.54,0.04,17.59,0.02,16.22,0.01,15.11,0.01,14.17,0.01,13.28,0.02,12.77,0.03,L7p    ,112.14,L5.5   ,15,Simbad,201.62354,-0.64236
J132636.70+293959.0,21.1,0.1,19.09,0.06,18.23,0.04,17.34,0.03,16.71,0.03,16.25,0.03,15.71,0.04,15.49,0.09,L0     ,15.01,       ,  ,Simbad,201.65292,29.66639
J132707.69+130054.7,20.97,0.09,18.92,0.06,18.09,0.03,17.02,0.02,16.46,0.02,15.92,0.02,15.6,0.04,15.37,0.09,L0     ,1.63,       ,  ,Simbad,201.78204,13.01519
J132715.13+075937.8,18.86,0.03,16.71,0.02,15.79,0.01,14.58,0.01,13.84,0.01,13.18,0.01,12.83,0.02,12.55,0.03,L2.5   ,4.81,L1     ,7,Simbad,201.81304,7.99383
J132720.56+101138.5,22.56,0.26,19.75,0.1,18.81,0.06,17.48,0.03,16.58,0.02,15.83,0.02,15.25,0.04,14.8,0.06,L5     ,4.69,       ,  ,Simbad,201.83567,10.19403
J132730.87+050218.7,21.27,0.1,19.42,0.11,18.59,0.06,17.48,0.04,16.7,0.03,16.19,0.03,15.92,0.06,15.72,0.13,L0.5   ,5.77,       ,  ,Simbad,201.87862,5.03853
J132806.29+023202.5,20.89,0.08,18.83,0.07,17.98,0.02,16.88,0.02,16.07,0.02,15.49,0.02,15.23,0.04,15.03,0.07,L1.5   ,7.2,       ,  ,Simbad,202.02621,2.53403
J132840.72+074627.4,20.25,0.05,18.18,0.04,17.31,0.02,16.21,0.01,15.57,0.01,15.06,0.01,14.73,0.03,14.43,0.05,L0.5   ,1.23,       ,  ,Simbad,202.16967,7.77428
J132937.23+035729.6,19.85,0.04,17.8,0.03,16.97,0.01,15.93,0.01,15.31,0.01,14.74,0.01,14.43,0.03,14.08,0.04,L0     ,3.14,L0     ,4,Simbad,202.40512,3.95822
J132939.33+112248.3,21.36,0.11,19.22,0.07,18.46,0.04,17.41,0.02,16.69,0.02,16.11,0.03,15.84,0.05,15.59,0.11,L0.5   ,2.81,       ,  ,Simbad,202.41387,11.38008
J132958.19+124215.4,20.08,0.04,18.21,0.04,17.32,0.02,16.31,0.01,15.7,0.01,15.2,0.01,14.69,0.03,14.42,0.05,L0     ,15.67,       ,  ,Simbad,202.49246,12.70428
J133111.64+320133.8,21.59,0.16,19.51,0.1,18.51,0.04,17.4,0.03,16.8,0.02,16.25,0.03,15.93,0.05,15.92,0.13,L0.5   ,6.74,       ,  ,Simbad,202.7985,32.02606
J133131.70+122530.7,20.98,0.09,18.85,0.05,17.83,0.03,16.71,0.01,16.03,0.02,15.45,0.01,15.19,0.04,14.97,0.08,L1     ,9.29,       ,  ,Simbad,202.88208,12.42519
J133132.80+340756.5,18.18,0.02,16.24,0.02,15.21,0.01,14.13,0.01,13.42,0.01,12.81,0.01,12.58,0.02,12.34,0.02,L1     ,9.35,L0     ,2,Simbad,202.88667,34.13236
J133148.66-011700.6,20.31,0.06,17.58,0.04,16.5,0.01,15.33,0.01,14.67,0.01,14.05,0.01,13.44,0.02,13.15,0.03,L3.5p  ,72.37,L1     ,27,Simbad,202.95275,-1.2835
J133157.91+030531.7,19.99,0.04,18.04,0.03,17.11,0.01,16.1,0.01,15.44,0.01,14.9,0.01,14.6,0.03,14.32,0.05,L0     ,1.64,       ,  ,Simbad,202.99129,3.09214
J133203.62+250327.7,20.8,0.07,18.85,0.06,17.97,0.03,16.87,0.02,16.16,0.02,15.58,0.02,15.3,0.04,14.99,0.07,L1     ,1.3,       ,  ,Simbad,203.01508,25.05769
J133228.48+263508.4,20.12,0.04,18.05,0.04,17.18,0.02,15.95,0.01,15.15,0.01,14.49,0.01,14.13,0.03,13.84,0.04,L2.5   ,2.38,L2     ,18,Simbad,203.11867,26.58567
J133229.49+291900.4,20.85,0.1,18.75,0.05,17.67,0.02,16.69,0.02,16.17,0.02,15.62,0.02,15.19,0.04,14.93,0.07,L0     ,16.29,       ,  ,Simbad,203.12287,29.31678
J133257.72+325812.7,20.37,0.04,18.2,0.03,17.4,0.02,16.37,0.01,15.78,0.02,15.25,0.02,15.01,0.03,14.83,0.06,L0     ,10.69,M9     ,3,Simbad,203.2405,32.97019
J133345.19-021601.1,19.28,0.03,17.24,0.02,16.36,0.01,15.17,0.01,14.47,0.01,13.87,0.01,13.54,0.03,13.27,0.03,L1.5   ,1.14,L3     ,7,Simbad,203.43829,-2.26697
J133356.60+102603.3,21.27,0.11,19.16,0.07,18.19,0.03,17.24,0.02,16.68,0.02,16.14,0.02,15.57,0.04,15.25,0.09,L0.5p  ,20.68,       ,  ,Simbad,203.48583,10.43425
J133424.58+064645.9,21.12,0.13,19.17,0.08,18.2,0.03,17.02,0.02,16.38,0.02,15.77,0.02,15.4,0.04,15.12,0.08,L1.5   ,1.21,       ,  ,Simbad,203.60242,6.77942
J133433.61+302010.1,21.34,0.13,19.37,0.11,18.5,0.05,17.32,0.03,16.71,0.03,16.23,0.03,     ,     ,     ,     ,L0.5:  ,2.96,       ,  ,Simbad,203.64004,30.33614
J133445.05+000111.8,21.04,0.09,19.13,0.07,18.29,0.03,17.26,0.02,16.55,0.02,16.02,0.03,15.51,0.04,15.02,0.07,L1.5p  ,21.26,       ,  ,Simbad,203.68771,0.01994
J133517.18+024226.9,20.56,0.06,18.72,0.06,17.79,0.02,16.61,0.01,15.89,0.02,15.23,0.01,14.9,0.03,14.63,0.05,L1.5   ,5.65,       ,  ,Simbad,203.82158,2.70747
J133529.39+301051.9,23.02,0.48,19.8,0.16,18.4,0.04,17.3,0.03,16.55,0.02,15.96,0.02,     ,     ,     ,     ,T0.5:  ,2.58,       ,  ,Simbad,203.87246,30.18108
J133545.21+095627.5,21.19,0.08,19.19,0.07,18.29,0.03,17.19,0.02,16.51,0.02,15.95,0.02,15.51,0.04,15.21,0.09,L1     ,2.46,       ,  ,Simbad,203.93837,9.94097
J133605.13+091406.0,21.32,0.12,19.16,0.08,18.36,0.03,17.18,0.01,16.51,0.02,15.93,0.02,15.52,0.04,15.28,0.09,L1.5   ,1.39,       ,  ,Simbad,204.02137,9.235
J133609.79+003632.8,21.03,0.1,19.07,0.06,18.12,0.03,17.06,0.02,16.36,0.02,15.88,0.02,15.59,0.04,15.15,0.08,L0.5   ,3.72,       ,  ,Simbad,204.04079,0.60911
J133624.88+254037.2,21.62,0.14,19.12,0.07,18.23,0.03,16.93,0.02,16.12,0.02,15.48,0.02,14.86,0.03,14.63,0.05,L4     ,6.36,       ,  ,Simbad,204.10367,25.677
J133655.01+245102.9,20.69,0.07,18.74,0.06,17.79,0.02,16.75,0.01,16.06,0.02,15.48,0.02,15.21,0.04,15.05,0.07,L0.5   ,3.5,       ,  ,Simbad,204.22921,24.85081
J133750.47+263648.6,24.73,0.49,19.81,0.11,17.72,0.02,16.56,0.01,16.81,0.03,17.02,0.06,16.4,0.07,14.6,0.05,T5.5   ,8.92,T5     ,12,Simbad,204.46029,26.6135
J133836.97-022910.7,22.1,0.26,19.53,0.14,18.56,0.06,17.37,0.03,16.81,0.04,16.37,0.05,15.78,0.05,15.62,0.12,L1     ,15.42,       ,  ,Simbad,204.65404,-2.48631
J133847.03+064348.9,21.83,0.13,19.84,0.14,18.8,0.06,17.42,0.03,16.67,0.02,16,0.03,15.42,0.04,15.13,0.07,L3.5   ,4.14,       ,  ,Simbad,204.69596,6.73025
J133849.52+043729.2,18.15,0.02,16.23,0.02,15.28,0.01,14.1,0.01,13.33,0.01,12.71,0.01,12.44,0.02,12.23,0.02,L1.5   ,10.8,L1     ,2,Simbad,204.70633,4.62478
J133849.55+294155.9,20.81,0.09,18.73,0.06,17.88,0.03,16.86,0.02,16.2,0.02,15.65,0.02,15.52,0.04,15.08,0.07,L0     ,4.82,       ,  ,Simbad,204.70646,29.69886
J134032.81-020650.9,22.13,0.24,19.45,0.14,18.76,0.05,17.3,0.03,16.47,0.03,15.73,0.02,15.21,0.03,14.95,0.07,L4.5   ,8.58,       ,  ,Simbad,205.13671,-2.11414
J134112.02+113827.8,19.2,0.02,17.21,0.02,16.31,0.01,15.37,0.01,14.77,0.01,14.24,0.01,13.93,0.03,13.59,0.03,L0     ,7.51,L0:    ,6,Simbad,205.30008,11.64106
J134131.33+263003.4,21.66,0.14,19.81,0.11,18.7,0.04,17.49,0.02,16.92,0.03,16.26,0.04,15.99,0.05,15.84,0.13,L1     ,8.25,       ,  ,Simbad,205.38054,26.50094
J134155.23+142359.9,20.95,0.07,18.95,0.06,18.08,0.02,17.13,0.01,16.47,0.02,15.98,0.02,15.58,0.04,15.53,0.1,L0     ,6.75,       ,  ,Simbad,205.48012,14.39997
J134203.10+134021.9,21.91,0.19,19.31,0.09,18.43,0.04,16.92,0.02,15.98,0.01,15.16,0.01,14.45,0.03,14.1,0.04,L6.5   ,7.22,L5.5   ,23,Simbad,205.51292,13.67275
J134228.34-002705.2,19.44,0.03,17.37,0.03,16.53,0.01,15.51,0.01,14.85,0.01,14.28,0.01,14.02,0.03,13.73,0.03,L0     ,1.47,M9     ,3,Simbad,205.61808,-0.45144
J134250.83+043214.9,20.78,0.09,18.86,0.07,17.81,0.02,16.79,0.02,16.05,0.01,15.49,0.02,     ,     ,     ,     ,L1:    ,3.7,       ,  ,Simbad,205.71179,4.53747
J134322.94-010844.0,21.18,0.14,19.16,0.09,18.48,0.03,17.43,0.02,16.71,0.02,16.22,0.03,     ,     ,     ,     ,L0:    ,4.25,       ,  ,Simbad,205.84558,-1.14556
J134328.09+270746.5,20.8,0.09,18.91,0.07,18.05,0.03,17.04,0.03,16.43,0.03,15.92,0.03,15.43,0.04,15.21,0.08,L0     ,8.61,       ,  ,Simbad,205.86704,27.12958
J134328.93+131226.3,19.93,0.04,18.01,0.03,17.08,0.01,15.97,0.01,15.25,0.01,14.65,0.01,14.29,0.03,14.03,0.04,L1.5   ,2.4,L1     ,3,Simbad,205.87054,13.20731
J134331.79+073434.0,     ,     ,20.68,0.22,18.47,0.05,17.33,0.03,17.19,0.04,17.23,0.08,     ,     ,     ,     ,T4:    ,7.64,       ,  ,Simbad,205.88246,7.57611
J134338.63-022043.3,20.12,0.05,18.11,0.04,17.19,0.01,16.21,0.01,15.67,0.01,15.14,0.01,14.84,0.03,14.47,0.05,L0     ,8.64,L0     ,4,Simbad,205.91096,-2.34536
J134403.70+083951.5,22.7,0.32,19.47,0.08,18.37,0.04,17.21,0.02,16.5,0.02,16.04,0.03,15.16,0.04,14.38,0.05,T0.5   ,10.9,       ,  ,Simbad,206.01542,8.66431
J134407.71+360454.1,21.23,0.11,19.56,0.1,18.49,0.05,17.44,0.04,16.68,0.04,16.11,0.03,15.85,0.04,15.63,0.1,L1     ,7.13,       ,  ,Simbad,206.03212,36.08169
J134414.90+092405.0,22.42,0.26,19.67,0.11,18.62,0.03,17.29,0.01,16.3,0.02,15.46,0.01,14.59,0.03,14.17,0.04,L7     ,16.54,       ,  ,Simbad,206.06208,9.40139
J134423.98+280603.8,22.27,0.26,19.32,0.09,18.4,0.03,17.19,0.02,16.72,0.03,16.13,0.03,15.61,0.04,15.44,0.1,L1p    ,25.03,       ,  ,Simbad,206.09992,28.10106
J134436.84+110957.5,24.37,0.52,20.12,0.13,18.44,0.05,17.22,0.02,16.92,0.03,16.93,0.06,     ,     ,     ,     ,T3:    ,5.93,       ,  ,Simbad,206.1535,11.16597
J134506.82+252736.9,20.54,0.06,18.57,0.05,17.6,0.02,16.54,0.01,15.91,0.01,15.3,0.01,15.06,0.03,14.72,0.05,L0.5   ,2.41,       ,  ,Simbad,206.27842,25.46025
J134509.76+015750.2,20.6,0.06,18.59,0.05,17.66,0.03,16.74,0.02,16.09,0.02,15.58,0.02,15.23,0.04,15.03,0.07,L0     ,4.53,       ,  ,Simbad,206.29067,1.96394
J134531.46+001551.3,21.08,0.12,19.09,0.07,18.23,0.04,16.95,0.03,16.15,0.02,15.58,0.02,15.23,0.04,14.92,0.07,L2     ,5.23,       ,  ,Simbad,206.38108,0.26425
J134607.36+084234.0,19.65,0.03,17.62,0.03,16.74,0.01,15.52,0.01,14.75,0.01,14.11,0.01,13.77,0.03,13.54,0.03,L2     ,3.73,L2     ,7,Simbad,206.53067,8.70944
J134640.12+075924.0,21.12,0.11,19.05,0.08,18.25,0.04,17.14,0.02,16.37,0.02,15.82,0.02,15.51,0.04,15.28,0.08,L1     ,2.65,       ,  ,Simbad,206.66717,7.99
J134646.10-003151.4,23.42,0.56,18.94,0.06,16.8,0.01,15.64,0.01,15.97,0.01,15.96,0.02,15.4,0.04,13.63,0.03,T5.5p  ,21.47,T6.5   ,2,Simbad,206.69208,-0.53094
J134646.70+282009.2,24.77,0.63,19.84,0.19,18.95,0.06,17.45,0.03,17.59,0.05,17.6,0.1,17.43,0.14,15.55,0.1,T4.5p  ,25.89,       ,  ,Simbad,206.69458,28.33589
J134648.00+061344.2,21.58,0.14,19.51,0.09,18.54,0.03,17.49,0.02,16.78,0.03,16.25,0.03,15.95,0.05,15.66,0.12,L1     ,2.19,       ,  ,Simbad,206.7,6.22894
J134756.49-010335.4,21.21,0.12,19.44,0.1,18.55,0.03,17.49,0.02,16.78,0.02,16.22,0.03,16.15,0.06,15.79,0.13,L0     ,9.3,       ,  ,Simbad,206.98537,-1.05983
J134803.83+254202.3,21.07,0.09,19.01,0.07,18.21,0.03,17.2,0.02,16.57,0.02,16.09,0.03,15.56,0.04,15.24,0.08,L0.5   ,12.53,       ,  ,Simbad,207.01596,25.70064
J134828.48+132246.4,21.32,0.1,19.27,0.07,18.44,0.03,17.41,0.02,16.71,0.02,16.18,0.02,15.89,0.05,15.92,0.14,L0     ,4.78,       ,  ,Simbad,207.11867,13.37956
J134838.63+093607.7,21.02,0.08,18.9,0.07,18.09,0.03,17.11,0.02,16.41,0.02,15.89,0.02,15.49,0.04,15.31,0.1,L0     ,4.74,       ,  ,Simbad,207.16096,9.60214
J134846.04+035350.9,18.68,0.02,16.58,0.02,15.72,0.01,14.6,0.01,13.81,0.01,13.18,0.01,12.9,0.02,12.65,0.03,L1.5   ,6.02,L1     ,15,Simbad,207.19183,3.89747
J134901.19+242319.1,20.97,0.08,19.22,0.11,18.13,0.03,17.14,0.02,16.47,0.02,15.89,0.02,15.64,0.04,15.39,0.08,L0     ,4.43,       ,  ,Simbad,207.25496,24.38864
J134902.35+311221.5,20.98,0.18,19.1,0.07,17.97,0.03,16.7,0.01,16.02,0.02,15.34,0.02,14.79,0.03,14.46,0.05,L3     ,9,       ,  ,Simbad,207.25979,31.20597
J134902.59+263613.2,21.49,0.17,19.57,0.12,18.46,0.04,17.46,0.03,16.79,0.04,16.35,0.04,16.09,0.05,15.94,0.13,L0     ,7.82,       ,  ,Simbad,207.26079,26.60367
